"Review_ID","Version","Review_Date","File_or_Directory","Privacy_Category","Potential_Account_Data","Potential_Identity_Data","Potential_Tax_Data","Potential_Medical_Data","Potential_Credential","Potential_Beneficiary_Data","Automated_Scan_Result","Manual_Review_Result","Release_Blocking","Corrective_Action","Reviewed_By","Verification_Date","Current_Status","Notes"
"PRIV-0120","1.0.0","2026-08-01","04-research-notes/Essential_Financial_Obligation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0121","1.0.0","2026-08-01","04-research-notes/Essential_Income_Continuity_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0122","1.0.0","2026-08-01","04-research-notes/ETF_and_Portfolio_Data_Dictionary.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0123","1.0.0","2026-08-01","04-research-notes/ETF_Security_Master_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0124","1.0.0","2026-08-01","04-research-notes/Evidence_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0125","1.0.0","2026-08-01","04-research-notes/Financial_Account_Closure_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0126","1.0.0","2026-08-01","04-research-notes/Financial_Account_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0127","1.0.0","2026-08-01","04-research-notes/Financial_Continuity_Activation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0128","1.0.0","2026-08-01","04-research-notes/Financial_Continuity_Document_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0129","1.0.0","2026-08-01","04-research-notes/Financial_Continuity_Test_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0130","1.0.0","2026-08-01","04-research-notes/Financial_Data_Source_and_Provenance_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0131","1.0.0","2026-08-01","04-research-notes/Financial_Decision_Assumption_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0132","1.0.0","2026-08-01","04-research-notes/Financial_Decision_Execution_Deviation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0133","1.0.0","2026-08-01","04-research-notes/Financial_Decision_Journal.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0134","1.0.0","2026-08-01","04-research-notes/Financial_Decision_Outcome_Review_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0135","1.0.0","2026-08-01","04-research-notes/Financial_Decision_Pre_Mortem_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0136","1.0.0","2026-08-01","04-research-notes/Financial_Forecast_and_Calibration_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0137","1.0.0","2026-08-01","04-research-notes/Financial_Goal_Conflict_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0138","1.0.0","2026-08-01","04-research-notes/Financial_Goal_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0139","1.0.0","2026-08-01","04-research-notes/Financial_Goal_Scenario_Analysis.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0140","1.0.0","2026-08-01","04-research-notes/Financial_Responsibility_and_Calendar_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0141","1.0.0","2026-08-01","04-research-notes/Goal_Funding_Allocation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0142","1.0.0","2026-08-01","04-research-notes/Household_Financial_Continuity_Plan_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0143","1.0.0","2026-08-01","04-research-notes/Household_Financial_Issue_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0144","1.0.0","2026-08-01","04-research-notes/Investment_Control_Inventory.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0145","1.0.0","2026-08-01","04-research-notes/Investment_Control_Test_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0146","1.0.0","2026-08-01","04-research-notes/Investment_Cost_Basis_and_Tax_Lot_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0147","1.0.0","2026-08-01","04-research-notes/Investment_Decision_Journal.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0148","1.0.0","2026-08-01","04-research-notes/Investment_Governance_Issue_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0149","1.0.0","2026-08-01","04-research-notes/Investment_Mistake_and_Lessons_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0150","1.0.0","2026-08-01","04-research-notes/Investment_Policy_Exception_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0151","1.0.0","2026-08-01","04-research-notes/Investment_Settlement_Tracker.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0152","1.0.0","2026-08-01","04-research-notes/Investment_Trade_and_Order_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0153","1.0.0","2026-08-01","04-research-notes/Investment_Transaction_Exception_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0154","1.0.0","2026-08-01","04-research-notes/Liquidity_Stress_Test.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0155","1.0.0","2026-08-01","04-research-notes/Master_Decision_Log.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0156","1.0.0","2026-08-01","04-research-notes/Master_Learning_Progress_Tracker.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0157","1.0.0","2026-08-01","04-research-notes/Monthly_Account_Reconciliation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0158","1.0.0","2026-08-01","04-research-notes/Monthly_Budget_and_Expense_Variance_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0159","1.0.0","2026-08-01","04-research-notes/Monthly_Financial_Close_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0160","1.0.0","2026-08-01","04-research-notes/Monthly_Financial_Dashboard_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0161","1.0.0","2026-08-01","04-research-notes/Near_Term_Obligations_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0162","1.0.0","2026-08-01","04-research-notes/Paper_Portfolio_Transactions.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0163","1.0.0","2026-08-01","04-research-notes/Paper_Portfolio_Valuations.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0164","1.0.0","2026-08-01","04-research-notes/Portfolio_Monitoring_Dashboard.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0165","1.0.0","2026-08-01","04-research-notes/Professional_Advice_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0166","1.0.0","2026-08-01","04-research-notes/Professional_Document_Index.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0167","1.0.0","2026-08-01","04-research-notes/Professional_Questions_and_Answers_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0168","1.0.0","2026-08-01","04-research-notes/Real_Money_Pilot_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0169","1.0.0","2026-08-01","04-research-notes/Source_and_Evidence_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0170","1.0.0","2026-08-01","04-research-notes/Source_Review_and_Staleness_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0171","1.0.0","2026-08-01","04-research-notes/Thirty_Day_Learning_Tracker.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0172","1.0.0","2026-08-01","05-comparisons/01_How_to_Screen_and_Compare_ETFs.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0173","1.0.0","2026-08-01","05-comparisons/02_Building_a_Simple_Multi_Asset_Portfolio.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0174","1.0.0","2026-08-01","05-comparisons/03_Retirement_Cash_Flow_and_Withdrawal_Sequencing.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0175","1.0.0","2026-08-01","05-comparisons/04_Investment_Mathematics_and_Return_Calculations.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0176","1.0.0","2026-08-01","05-comparisons/05_Portfolio_Rebalancing_and_Allocation_Drift.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0177","1.0.0","2026-08-01","05-comparisons/06_Portfolio_Performance_Reporting_and_Attribution.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0178","1.0.0","2026-08-01","05-comparisons/07_Inflation_Purchasing_Power_and_Real_Return_Planning.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0179","1.0.0","2026-08-01","05-comparisons/08_ETF_Risk_Metrics_Volatility_Correlation_and_Drawdown_Analysis.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0180","1.0.0","2026-08-01","05-comparisons/09_ETF_Portfolio_Construction_Core_Satellite_and_Overlap_Controls.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0181","1.0.0","2026-08-01","05-comparisons/10_ETF_Distribution_Planning_Total_Return_Withdrawals_and_Retirement_Income_Controls.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0182","1.0.0","2026-08-01","05-comparisons/Annual_Retirement_Cash_Flow.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0183","1.0.0","2026-08-01","05-comparisons/Detailed_ETF_Screening.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0184","1.0.0","2026-08-01","05-comparisons/ETF_and_Portfolio_Overlap_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0185","1.0.0","2026-08-01","05-comparisons/ETF_and_Portfolio_Stress_Scenario_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0186","1.0.0","2026-08-01","05-comparisons/ETF_Closure_Replacement_Candidate_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0187","1.0.0","2026-08-01","05-comparisons/ETF_Comparison.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0188","1.0.0","2026-08-01","05-comparisons/ETF_Concentration_and_Effective_Holdings_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0189","1.0.0","2026-08-01","05-comparisons/ETF_Correlation_and_Diversification_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0190","1.0.0","2026-08-01","05-comparisons/ETF_Domicile_and_After_Tax_Cost_Comparison.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0191","1.0.0","2026-08-01","05-comparisons/ETF_Drawdown_and_Recovery_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0192","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Complexity_and_Simplification_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0193","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Construction_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0194","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Currency_Exposure_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0195","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Factor_Tilt_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0196","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Holding_Role_and_Allocation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0197","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Look_Through_Exposure_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0198","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Overlap_and_Duplicate_Exposure_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0199","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Overlap_Control_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0200","1.0.0","2026-08-01","05-comparisons/ETF_Portfolio_Rebalancing_Decision_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0201","1.0.0","2026-08-01","05-comparisons/ETF_Retirement_Income_and_Withdrawal_Plan_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0202","1.0.0","2026-08-01","05-comparisons/ETF_Risk_Metric_Analysis_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0203","1.0.0","2026-08-01","05-comparisons/ETF_Risk_Metric_Calculation_Provenance_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0204","1.0.0","2026-08-01","05-comparisons/ETF_Weighted_Scoring.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0205","1.0.0","2026-08-01","05-comparisons/Goal_Funding_Inflation_Adjustment.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0206","1.0.0","2026-08-01","05-comparisons/Household_Currency_Exposure_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0207","1.0.0","2026-08-01","05-comparisons/Household_Inflation_Stress_Test.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0208","1.0.0","2026-08-01","05-comparisons/Household_Investment_Loss_Capacity_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0209","1.0.0","2026-08-01","05-comparisons/Inflation_and_Real_Return_Analysis.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0210","1.0.0","2026-08-01","05-comparisons/Investment_Return_Calculation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0211","1.0.0","2026-08-01","05-comparisons/Investment_Return_Scenario_Analysis.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0212","1.0.0","2026-08-01","05-comparisons/Investment_Sensitivity_Analysis.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0213","1.0.0","2026-08-01","05-comparisons/Performance_Reconciliation_Exception_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0214","1.0.0","2026-08-01","05-comparisons/Personal_Inflation_Basket.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0215","1.0.0","2026-08-01","05-comparisons/Portfolio_Allocation_and_Drift_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0216","1.0.0","2026-08-01","05-comparisons/Portfolio_Allocation_Worksheet.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0217","1.0.0","2026-08-01","05-comparisons/Portfolio_Benchmark_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0218","1.0.0","2026-08-01","05-comparisons/Portfolio_Performance_Report_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0219","1.0.0","2026-08-01","05-comparisons/Portfolio_Rebalancing_Action_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0220","1.0.0","2026-08-01","05-comparisons/Portfolio_Return_Attribution_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0221","1.0.0","2026-08-01","05-comparisons/Portfolio_Withdrawal_Execution_and_Reconciliation_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0222","1.0.0","2026-08-01","05-comparisons/Portfolio_Withdrawal_Incident_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0223","1.0.0","2026-08-01","05-comparisons/Portfolio_Withdrawal_Request_and_Approval_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0224","1.0.0","2026-08-01","05-comparisons/Portfolio_Withdrawal_Reserve_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0225","1.0.0","2026-08-01","05-comparisons/Purchasing_Power_Scenario_Analysis.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0226","1.0.0","2026-08-01","05-comparisons/Retirement_Income_and_Withdrawal_Cash_Flow_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0227","1.0.0","2026-08-01","05-comparisons/Retirement_Income_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0228","1.0.0","2026-08-01","05-comparisons/Retirement_Withdrawal_Guardrail_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0229","1.0.0","2026-08-01","05-comparisons/Retirement_Withdrawal_Sequence_Risk_Scenario_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0230","1.0.0","2026-08-01","06-risk-and-scam-checks/01_Investment_Fraud_and_Scam_Detection.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0231","1.0.0","2026-08-01","06-risk-and-scam-checks/02_Data_Privacy_Backup_and_Recovery.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0232","1.0.0","2026-08-01","06-risk-and-scam-checks/03_Insurance_Risk_Transfer_and_Coverage_Gaps.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0233","1.0.0","2026-08-01","06-risk-and-scam-checks/04_Financial_Fraud_Incident_Response_and_Recovery.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0234","1.0.0","2026-08-01","06-risk-and-scam-checks/05_ETF_Investor_Protection_Broker_Insolvency_Custody_and_Asset_Recovery.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0235","1.0.0","2026-08-01","06-risk-and-scam-checks/05_Professional_and_Service_Provider_Due_Diligence.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0236","1.0.0","2026-08-01","06-risk-and-scam-checks/Backup_and_Recovery_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0237","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Asset_Recovery_and_Transfer_Reconciliation.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0238","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Custody_and_Investor_Protection_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0239","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Exit_and_Continuity_Plan_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0240","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Failure_and_Asset_Recovery_Event_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0241","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Failure_Evidence_and_Record_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0242","1.0.0","2026-08-01","06-risk-and-scam-checks/Broker_Safety_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0243","1.0.0","2026-08-01","06-risk-and-scam-checks/Data_Classification_and_Storage_Register.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
