"Accessibility_ID","Version","Review_Date","File_or_Section","Heading_Structure","Plain_Language","Acroynms_Defined","Tables_Understandable","Links_Descriptive","Color_Independent","Graphics_Have_Text_Alternative","Keyboard_or_Screen_Reader_Concern","Review_Status","Corrective_Action","Reviewed_By","Verification_Date","Notes"
"ACC-0093","1.0.0","2026-08-01","templates/Annual_Household_Financial_Continuity_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0094","1.0.0","2026-08-01","templates/Annual_Household_Financial_Planning_Cycle.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0095","1.0.0","2026-08-01","templates/Annual_Inflation_Assumption_Approval_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0096","1.0.0","2026-08-01","templates/Annual_Insurance_Review_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0097","1.0.0","2026-08-01","templates/Annual_Investment_Governance_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0098","1.0.0","2026-08-01","templates/Annual_Portfolio_Allocation_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0099","1.0.0","2026-08-01","templates/Annual_Portfolio_Analytics_and_Automation_Governance_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0100","1.0.0","2026-08-01","templates/Annual_Portfolio_Performance_Report.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0101","1.0.0","2026-08-01","templates/Annual_Portfolio_Review_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0102","1.0.0","2026-08-01","templates/Annual_Professional_and_Service_Provider_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0103","1.0.0","2026-08-01","templates/Annual_Retirement_Withdrawal_Sustainability_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0104","1.0.0","2026-08-01","templates/Annual_Source_and_Evidence_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0105","1.0.0","2026-08-01","templates/Annual_Tax_Readiness_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0106","1.0.0","2026-08-01","templates/Automated_Portfolio_Monitoring_Run_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0107","1.0.0","2026-08-01","templates/Backup_Recovery_Test_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0108","1.0.0","2026-08-01","templates/Behavioral_Investment_Decision_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0109","1.0.0","2026-08-01","templates/Broker_Custody_and_Investor_Protection_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0110","1.0.0","2026-08-01","templates/Broker_Exit_and_Continuity_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0111","1.0.0","2026-08-01","templates/Broker_Failure_Immediate_Response_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0112","1.0.0","2026-08-01","templates/Calculation_Provenance_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0113","1.0.0","2026-08-01","templates/Capital_Allocation_Priority_Decision_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0114","1.0.0","2026-08-01","templates/Capstone_Candidate_Investment_Comparison.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0115","1.0.0","2026-08-01","templates/Capstone_Competency_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0116","1.0.0","2026-08-01","templates/Capstone_Final_Recommendation_Report.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0117","1.0.0","2026-08-01","templates/Capstone_Household_Case_Profile.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0118","1.0.0","2026-08-01","templates/Capstone_Integrated_Stress_Test.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0119","1.0.0","2026-08-01","templates/Capstone_Investment_Implementation_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0120","1.0.0","2026-08-01","templates/Capstone_Investment_Policy_Statement.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0121","1.0.0","2026-08-01","templates/Capstone_Learner_Declaration_and_Reflection.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0122","1.0.0","2026-08-01","templates/Capstone_Monitoring_and_Governance_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0123","1.0.0","2026-08-01","templates/Capstone_Portfolio_Proposal.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0124","1.0.0","2026-08-01","templates/Complex_ETF_Product_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0125","1.0.0","2026-08-01","templates/Conflicting_Evidence_Resolution_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0126","1.0.0","2026-08-01","templates/Cross_Border_Estate_Planning_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0127","1.0.0","2026-08-01","templates/Cross_Border_ETF_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0128","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Approval_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0129","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Incident_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0130","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Reconciliation_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0131","1.0.0","2026-08-01","templates/Data_Exposure_Response_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0132","1.0.0","2026-08-01","templates/Debt_Management_and_Payoff_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0133","1.0.0","2026-08-01","templates/Debt_Payoff_Confirmation_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0134","1.0.0","2026-08-01","templates/Distressed_Property_Preliminary_Screening_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0135","1.0.0","2026-08-01","templates/Distressed_Property_Site_Visit_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0136","1.0.0","2026-08-01","templates/Emergency_Financial_Handoff_Package.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0137","1.0.0","2026-08-01","templates/Emergency_Financial_Information_Sheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0138","1.0.0","2026-08-01","templates/Emergency_Reserve_Use_and_Replenishment_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0139","1.0.0","2026-08-01","templates/ETF_and_Portfolio_Data_Dictionary_Template.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0140","1.0.0","2026-08-01","templates/ETF_and_Portfolio_Stress_Test_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0141","1.0.0","2026-08-01","templates/ETF_Benchmark_and_Methodology_Change_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0142","1.0.0","2026-08-01","templates/ETF_Closure_Merger_and_Delisting_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0143","1.0.0","2026-08-01","templates/ETF_Closure_Transition_Decision_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0144","1.0.0","2026-08-01","templates/ETF_Collateral_Risk_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0145","1.0.0","2026-08-01","templates/ETF_Concentration_and_Effective_Holdings_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0146","1.0.0","2026-08-01","templates/ETF_Core_Satellite_Allocation_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0147","1.0.0","2026-08-01","templates/ETF_Correlation_and_Diversification_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0148","1.0.0","2026-08-01","templates/ETF_Derivative_and_Counterparty_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0149","1.0.0","2026-08-01","templates/ETF_Distribution_and_Withholding_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0150","1.0.0","2026-08-01","templates/ETF_Distribution_Source_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0151","1.0.0","2026-08-01","templates/ETF_Domicile_and_After_Tax_Comparison_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0152","1.0.0","2026-08-01","templates/ETF_Drawdown_and_Recovery_Analysis.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0153","1.0.0","2026-08-01","templates/ETF_Estate_and_Succession_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0154","1.0.0","2026-08-01","templates/ETF_Exit_Transition_Execution_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0155","1.0.0","2026-08-01","templates/ETF_Factor_Tilt_Approval_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0156","1.0.0","2026-08-01","templates/ETF_Index_Methodology_Review_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0157","1.0.0","2026-08-01","templates/ETF_Liquidation_Proceeds_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0158","1.0.0","2026-08-01","templates/ETF_Market_Stress_Response_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0159","1.0.0","2026-08-01","templates/ETF_Merger_and_Share_Conversion_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0160","1.0.0","2026-08-01","templates/ETF_Portfolio_Complexity_and_Simplification_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0161","1.0.0","2026-08-01","templates/ETF_Portfolio_Construction_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0162","1.0.0","2026-08-01","templates/ETF_Portfolio_Implementation_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0163","1.0.0","2026-08-01","templates/ETF_Portfolio_Look_Through_Exposure_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0164","1.0.0","2026-08-01","templates/ETF_Portfolio_Monitoring_Dashboard_Specification.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0165","1.0.0","2026-08-01","templates/ETF_Portfolio_Overlap_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0166","1.0.0","2026-08-01","templates/ETF_Portfolio_Rebalancing_Decision_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0167","1.0.0","2026-08-01","templates/ETF_Pre_Trade_Liquidity_and_Execution_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0168","1.0.0","2026-08-01","templates/ETF_Premium_and_Discount_Analysis_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0169","1.0.0","2026-08-01","templates/ETF_Replacement_Candidate_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0170","1.0.0","2026-08-01","templates/ETF_Risk_Metric_Analysis_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0171","1.0.0","2026-08-01","templates/ETF_Securities_Lending_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0172","1.0.0","2026-08-01","templates/ETF_Tracking_Difference_Analysis.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0173","1.0.0","2026-08-01","templates/ETF_Trade_Error_and_Correction_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0174","1.0.0","2026-08-01","templates/ETF_Trade_Execution_Reconciliation.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0175","1.0.0","2026-08-01","templates/Financial_Account_Closure_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0176","1.0.0","2026-08-01","templates/Financial_Continuity_Activation_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0177","1.0.0","2026-08-01","templates/Financial_Continuity_Tabletop_Exercise.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0178","1.0.0","2026-08-01","templates/Financial_Data_Source_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0179","1.0.0","2026-08-01","templates/Financial_Decision_Outcome_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0180","1.0.0","2026-08-01","templates/Financial_Decision_Pre_Mortem_Worksheet.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0181","1.0.0","2026-08-01","templates/Financial_Decision_Red_Team_Review.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0182","1.0.0","2026-08-01","templates/Financial_Fraud_First_Hour_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0183","1.0.0","2026-08-01","templates/Financial_Fraud_Incident_Report.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0184","1.0.0","2026-08-01","templates/Financial_Goal_Completion_and_Capital_Reassignment_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0185","1.0.0","2026-08-01","templates/Financial_Goal_Definition_and_Approval_Record.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0186","1.0.0","2026-08-01","templates/Financial_Incident_Emergency_Contact_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0187","1.0.0","2026-08-01","templates/Foreign_Exchange_Provider_Due_Diligence_Checklist.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0188","1.0.0","2026-08-01","templates/Household_Currency_Conversion_Policy.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0189","1.0.0","2026-08-01","templates/Household_Financial_Continuity_Plan.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0190","1.0.0","2026-08-01","templates/Household_Financial_Responsibility_Matrix.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0191","1.0.0","2026-08-01","templates/Household_Investment_Governance_Meeting_Minutes.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0192","1.0.0","2026-08-01","templates/Household_Investment_Loss_Capacity_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0193","1.0.0","2026-08-01","templates/Independent_Broker_Account_and_Position_Inventory.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
"ACC-0194","1.0.0","2026-08-01","templates/Index_Reconstitution_Impact_Assessment.md","Pass","No Automated Concern","Pending Manual Review","Pending Manual Review","No Automated Concern","Pass","No Missing Alt Text Detected","No Automated Concern","Automated Checks Passed","","Pending Manual Reviewer","",""
